gene,uniprot_id,inheritance
SH3TC2,Q8TF17,Autosomal recessive
SHANK3,Q9BYB0,Autosomal dominant
SHH,Q15465,Autosomal dominant
SHMT2,P34897,Autosomal recessive
SHOC1,Q5VXU9,Autosomal recessive
SHOC2,Q9UQ13,Autosomal dominant
SHOX,O15266,Pseudoautosomal dominant
SHOX,O15266,Pseudoautosomal recessive
SHOX,O15266,Autosomal dominant
SHOX,O15266,Autosomal recessive
SHPK,Q9UHJ6,Autosomal recessive
SHQ1,Q6PI26,Autosomal recessive
SHROOM4,Q9ULL8,X-linked
SI,P14410,Autosomal recessive
SIAH1,Q8IUQ4,Autosomal dominant
SIGMAR1,Q99720,Autosomal recessive
SIK1,P57059,Autosomal dominant
SIK3,Q9Y2K2,Autosomal recessive
SIL1,Q9H173,Autosomal recessive
SIN3A,Q96ST3,Autosomal dominant
SIPA1L3,O60292,Autosomal recessive
SIX1,Q15475,Autosomal dominant
SIX3,O95343,Autosomal dominant
SIX6,O95475,Autosomal recessive
SKI,P12755,Autosomal dominant
SKIC2,Q15477,Autosomal recessive
SKIC3,Q6PGP7,Autosomal recessive
SLC10A1,Q14973,Autosomal recessive
SLC10A2,Q12908,Autosomal recessive
SLC10A7,Q0GE19,Autosomal recessive
SLC11A2,P49281,Autosomal recessive
SLC12A1,Q13621,Autosomal recessive
SLC12A2,P55011,Autosomal dominant
SLC12A2,P55011,Autosomal recessive
SLC12A3,P55017,Autosomal recessive
SLC12A5,Q9H2X9,Autosomal dominant
SLC12A5,Q9H2X9,Autosomal recessive
SLC12A6,Q9UHW9,Autosomal recessive
SLC12A6,Q9UHW9,Autosomal dominant
SLC13A3,Q8WWT9,Autosomal recessive
SLC13A5,Q86YT5,Autosomal recessive
SLC16A1,P53985,Autosomal dominant
SLC16A1,P53985,Autosomal recessive
SLC16A12,Q6ZSM3,Autosomal dominant
SLC16A2,P36021,X-linked
SLC17A3,O00476,Autosomal dominant
SLC17A5,Q9NRA2,Autosomal recessive
SLC17A8,Q8NDX2,Autosomal dominant
SLC17A9,Q9BYT1,Autosomal dominant
SLC18A2,Q05940,Autosomal recessive
SLC18A3,Q16572,Autosomal recessive
SLC19A1,P41440,Autosomal recessive
SLC19A2,O60779,Autosomal recessive
SLC19A3,Q9BZV2,Autosomal recessive
SLC1A1,P43005,Autosomal recessive
SLC1A2,P43004,Autosomal dominant
SLC1A3,P43003,Autosomal dominant
SLC1A4,P43007,Autosomal recessive
SLC20A2,Q08357,Autosomal dominant
SLC22A12,Q96S37,Autosomal recessive
SLC22A5,O76082,Autosomal recessive
SLC24A1,O60721,Autosomal recessive
SLC24A4,Q8NFF2,Autosomal recessive
SLC24A5,Q71RS6,Autosomal recessive
SLC25A1,P53007,Autosomal recessive
SLC25A10,Q9UBX3,Autosomal recessive
SLC25A11,Q02978,Autosomal dominant
SLC25A12,O75746,Autosomal recessive
SLC25A13,Q9UJS0,Autosomal recessive
SLC25A15,Q9Y619,Autosomal recessive
SLC25A19,Q9HC21,Autosomal recessive
SLC25A20,O43772,Autosomal recessive
SLC25A21,Q9BQT8,Autosomal recessive
SLC25A22,Q9H936,Autosomal recessive
SLC25A24,Q6NUK1,Autosomal dominant
SLC25A26,Q70HW3,Autosomal recessive
SLC25A3,Q00325,Autosomal recessive
SLC25A32,Q9H2D1,Autosomal recessive
SLC25A36,Q96CQ1,Autosomal recessive
SLC25A38,Q96DW6,Autosomal recessive
SLC25A4,P12235,Autosomal dominant
SLC25A4,P12235,Autosomal recessive
SLC25A42,Q86VD7,Autosomal recessive
SLC25A46,Q96AG3,Autosomal recessive
SLC26A1,Q9H2B4,Autosomal recessive
SLC26A2,P50443,Autosomal recessive
SLC26A3,P40879,Autosomal recessive
SLC26A4,O43511,Autosomal recessive
SLC26A5,P58743,Autosomal recessive
SLC26A8,Q96RN1,Autosomal dominant
SLC26A8,Q96RN1,Autosomal recessive
SLC27A4,Q6P1M0,Autosomal recessive
SLC28A1,O00337,Autosomal recessive
SLC29A3,Q9BZD2,Autosomal recessive
SLC2A1,P11166,Autosomal dominant
SLC2A1,P11166,Autosomal recessive
SLC2A10,O95528,Autosomal recessive
SLC2A2,P11168,Autosomal dominant
SLC2A2,P11168,Autosomal recessive
SLC2A9,Q9NRM0,Autosomal dominant
SLC2A9,Q9NRM0,Autosomal recessive
SLC30A10,Q6XR72,Autosomal recessive
SLC30A2,Q9BRI3,Autosomal dominant
SLC30A8,Q8IWU4,Autosomal dominant
SLC30A9,Q6PML9,Autosomal recessive
SLC33A1,O00400,Autosomal dominant
SLC33A1,O00400,Autosomal recessive
SLC34A1,Q06495,Autosomal dominant
SLC34A1,Q06495,Autosomal recessive
SLC34A2,O95436,Autosomal recessive
SLC34A3,Q8N130,Autosomal recessive
SLC35A1,P78382,Autosomal recessive
SLC35A2,P78381,Somatic mosaicism
SLC35A2,P78381,X-linked dominant
SLC35A3,Q9Y2D2,Autosomal recessive
SLC35B2,Q8TB61,Autosomal recessive
SLC35C1,Q96A29,Autosomal recessive
SLC35D1,Q9NTN3,Autosomal recessive
SLC36A2,Q495M3,Autosomal dominant
SLC36A2,Q495M3,Autosomal recessive
SLC36A2,Q495M3,Digenic recessive
SLC37A4,O43826,Autosomal dominant
SLC37A4,O43826,Autosomal recessive
SLC38A3,Q99624,Autosomal recessive
SLC38A8,A6NNN8,Autosomal recessive
SLC39A13,Q96H72,Autosomal recessive
SLC39A14,Q15043,Autosomal dominant
SLC39A14,Q15043,Autosomal recessive
SLC39A4,Q6P5W5,Autosomal recessive
SLC39A5,Q6ZMH5,Autosomal dominant
SLC39A7,Q92504,Autosomal recessive
SLC39A8,Q9C0K1,Autosomal recessive
SLC3A1,Q07837,Autosomal dominant
SLC3A1,Q07837,Autosomal recessive
SLC40A1,Q9NP59,Autosomal dominant
SLC41A1,Q8IVJ1,Autosomal recessive
SLC44A1,Q8WWI5,Autosomal recessive
SLC44A4,Q53GD3,Autosomal dominant
SLC45A1,Q9Y2W3,Autosomal recessive
SLC45A2,Q9UMX9,Autosomal recessive
SLC46A1,Q96NT5,Autosomal recessive
SLC4A1,P02730,Autosomal dominant
SLC4A1,P02730,Autosomal recessive
SLC4A11,Q8NBS3,Autosomal recessive
SLC4A3,P48751,Autosomal dominant
SLC4A4,Q9Y6R1,Autosomal recessive
SLC51A,Q86UW1,Autosomal recessive
SLC51B,Q86UW2,Autosomal recessive
SLC52A1,Q9NWF4,Autosomal dominant
SLC52A2,Q9HAB3,Autosomal recessive
SLC52A3,Q9NQ40,Autosomal recessive
SLC5A1,P13866,Autosomal recessive
SLC5A2,P31639,Autosomal dominant
SLC5A2,P31639,Autosomal recessive
SLC5A5,Q92911,Autosomal recessive
SLC5A6,Q9Y289,Autosomal recessive
SLC5A7,Q9GZV3,Autosomal dominant
SLC5A7,Q9GZV3,Autosomal recessive
SLC6A1,P30531,Autosomal dominant
SLC6A17,Q9H1V8,Autosomal recessive
SLC6A19,Q695T7,Autosomal dominant
SLC6A19,Q695T7,Autosomal recessive
SLC6A19,Q695T7,Digenic recessive
SLC6A2,P23975,Autosomal dominant
SLC6A20,Q9NP91,Autosomal dominant
SLC6A20,Q9NP91,Autosomal recessive
SLC6A20,Q9NP91,Digenic recessive
SLC6A3,Q01959,Autosomal recessive
SLC6A4,P31645,Autosomal dominant
SLC6A5,Q9Y345,Autosomal dominant
SLC6A5,Q9Y345,Autosomal recessive
SLC6A6,P31641,Autosomal recessive
SLC6A8,P48029,X-linked recessive
SLC6A9,P48067,Autosomal recessive
SLC7A14,Q8TBB6,Autosomal recessive
SLC7A6OS,Q96CW6,Autosomal recessive
SLC7A7,Q9UM01,Autosomal recessive
SLC7A9,P82251,Autosomal dominant
SLC7A9,P82251,Autosomal recessive
SLC9A1,P19634,Autosomal recessive
SLC9A3,P48764,Autosomal recessive
SLC9A6,Q92581,X-linked
SLC9A7,Q96T83,X-linked recessive
SLCO1B1,Q9Y6L6,Digenic recessive
SLCO1B3,Q9NPD5,Digenic recessive
SLCO2A1,Q92959,Autosomal dominant
SLCO2A1,Q92959,Autosomal recessive
SLF2,Q8IX21,Autosomal recessive
SLFN14,P0C7P3,Autosomal dominant
SLITRK1,Q96PX8,Autosomal dominant
SLITRK1,Q96PX8,Multifactorial
SLITRK6,Q9H5Y7,Autosomal recessive
SLURP1,P55000,Autosomal recessive
SLX4,Q8IY92,Autosomal recessive
SMAD2,Q15796,Autosomal dominant
SMAD3,P84022,Autosomal dominant
SMAD4,Q13485,Autosomal dominant
SMAD6,O43541,Autosomal dominant
SMAD9,O15198,Autosomal dominant
SMARCA2,P51531,Autosomal dominant
SMARCA4,P51532,Autosomal dominant
SMARCAD1,Q9H4L7,Autosomal dominant
SMARCAL1,Q9NZC9,Autosomal recessive
SMARCB1,Q12824,Autosomal dominant
SMARCC1,Q92922,Autosomal dominant
SMARCC2,Q8TAQ2,Autosomal dominant
SMARCD1,Q96GM5,Autosomal dominant
SMARCD2,Q92925,Autosomal recessive
SMARCE1,Q969G3,Autosomal dominant
SMC1A,Q14683,X-linked dominant
SMC3,Q9UQE7,Autosomal dominant
SMC5,Q8IY18,Autosomal recessive
SMCHD1,A6NHR9,Autosomal dominant
SMCHD1,A6NHR9,Digenic dominant
SMG8,Q8ND04,Autosomal recessive
SMG9,Q9H0W8,Autosomal recessive
SMIM1,B2RUZ4,Autosomal recessive
SMN2,Q16637,Autosomal recessive
SMO,Q99835,Autosomal recessive
SMOC1,Q9H4F8,Autosomal recessive
SMOC2,Q9H3U7,Autosomal recessive
SMPD1,P17405,Autosomal recessive
SMPD4,Q9NXE4,Autosomal recessive
SMPX,Q9UHP9,X-linked dominant
SMPX,Q9UHP9,X-linked recessive
SMS,P52788,X-linked recessive
SNAI2,O43623,Autosomal dominant
SNAI2,O43623,Autosomal recessive
SNAP25,P60880,Autosomal dominant
SNAP29,O95721,Autosomal recessive
SNCA,P37840,Autosomal dominant
SNCB,Q16143,Autosomal dominant
SNIP1,Q8TAD8,Autosomal recessive
SNRNP200,O75643,Autosomal dominant
SNRPB,P14678,Autosomal dominant
SNRPE,P62304,Autosomal dominant
SNTA1,Q13424,Autosomal dominant
SNX10,Q9Y5X0,Autosomal recessive
SNX14,Q9Y5W7,Autosomal recessive
SOBP,A7XYQ1,Autosomal recessive
SOCS1,O15524,Autosomal dominant
SOD1,P00441,Autosomal dominant
SOD1,P00441,Autosomal recessive
SOHLH1,Q5JUK2,Autosomal dominant
SOHLH1,Q5JUK2,Autosomal recessive
SON,P18583,Autosomal dominant
SORD,Q00796,Autosomal recessive
SORT1,Q99523,Autosomal dominant
SOS1,Q07889,Autosomal dominant
SOS2,Q07890,Autosomal dominant
SOST,Q9BQB4,Autosomal dominant
SOST,Q9BQB4,Autosomal recessive
SOX10,P56693,Autosomal dominant
SOX11,P35716,Autosomal dominant
SOX17,Q9H6I2,Autosomal dominant
SOX18,P35713,Autosomal dominant
SOX18,P35713,Autosomal recessive
SOX2,P48431,Autosomal dominant
SOX3,P41225,X-linked
SOX4,Q06945,Autosomal dominant
SOX5,P35711,Autosomal dominant
SOX6,P35712,Autosomal dominant
SOX9,P48436,Autosomal dominant
SP110,Q9HB58,Autosomal recessive
SP6,Q3SY56,Autosomal dominant
SP7,Q8TDD2,Autosomal recessive
SPAG1,Q07617,Autosomal recessive
SPAG17,Q6Q759,Autosomal recessive
SPARC,P09486,Autosomal recessive
SPART,Q8N0X7,Autosomal recessive
SPAST,Q9UBP0,Autosomal dominant
SPATA16,Q9BXB7,Autosomal recessive
SPATA5,Q8NB90,Autosomal recessive
SPATA5L1,Q9BVQ7,Autosomal recessive
SPATA7,Q9P0W8,Autosomal recessive
SPECC1L,Q69YQ0,Autosomal dominant
SPEF2,Q9C093,Autosomal recessive
SPEG,Q15772,Autosomal recessive
SPEN,Q96T58,Autosomal dominant
SPG11,Q96JI7,Autosomal recessive
SPG21,Q9NZD8,Autosomal recessive
SPG7,Q9UQ90,Autosomal dominant
SPG7,Q9UQ90,Autosomal recessive
SPI1,P17947,Autosomal dominant
SPIDR,Q14159,Autosomal recessive
SPINK1,P00995,Autosomal dominant
SPINK1,P00995,Autosomal recessive
SPINK2,P20155,Autosomal recessive
SPINK5,Q9NQ38,Autosomal recessive
SPINT2,O43291,Autosomal recessive
SPNS2,Q8IVW8,Autosomal recessive
SPOP,O43791,Autosomal dominant
SPPL2A,Q8TCT8,Autosomal recessive
SPR,P35270,Autosomal dominant
SPR,P35270,Autosomal recessive
SPRED1,Q7Z699,Autosomal dominant
SPRED2,Q7Z698,Autosomal recessive
SPRTN,Q9H040,Autosomal recessive
SPRY2,O43597,Autosomal dominant
SPRY4,Q9C004,Autosomal dominant
SPTA1,P02549,Autosomal dominant
SPTA1,P02549,Autosomal recessive
SPTAN1,Q13813,Autosomal dominant
SPTB,P11277,Autosomal dominant
SPTBN1,Q01082,Autosomal dominant
SPTBN2,O15020,Autosomal dominant
SPTBN2,O15020,Autosomal recessive
SPTBN4,Q9H254,Autosomal recessive
SPTLC1,O15269,Autosomal dominant
SPTLC2,O15270,Autosomal dominant
SQOR,Q9Y6N5,Autosomal recessive
SQSTM1,Q13501,Autosomal dominant
SQSTM1,Q13501,Autosomal recessive
SRC,P12931,Autosomal dominant
SRCAP,Q6ZRS2,Autosomal dominant
SRD5A2,P31213,Autosomal recessive
SRD5A3,Q9H8P0,Autosomal recessive
SREBF1,P36956,Autosomal dominant
SRGAP1,Q7Z6B7,Autosomal dominant
SRGAP1,Q7Z6B7,Somatic mutation
SRP54,P61011,Autosomal dominant
SRP72,O76094,Autosomal dominant
SRY,Q05066,X-linked dominant
SRY,Q05066,Y-linked
SSBP1,Q04837,Autosomal dominant
SSR4,P51571,X-linked recessive
ST14,Q9Y5Y6,Autosomal recessive
ST3GAL3,Q11203,Autosomal recessive
ST3GAL5,Q9UNP4,Autosomal recessive
STAC3,Q96MF2,Autosomal recessive
STAG1,Q8WVM7,Autosomal dominant
STAG2,Q8N3U4,X-linked
STAG2,Q8N3U4,X-linked dominant
STAG2,Q8N3U4,X-linked recessive
STAG3,Q9UJ98,Autosomal recessive
STAMBP,O95630,Autosomal recessive
STAR,P49675,Autosomal recessive
STARD7,Q9NQZ5,Autosomal dominant
STAT1,P42224,Autosomal dominant
STAT1,P42224,Autosomal recessive
STAT2,P52630,Autosomal recessive
STAT3,P40763,Autosomal dominant
STAT5B,P51692,Autosomal dominant
STAT5B,P51692,Autosomal recessive
STEAP3,Q658P3,Autosomal dominant
STEEP1,Q9H5V9,X-linked
STIL,Q15468,Autosomal recessive
STIM1,Q13586,Autosomal dominant
STIM1,Q13586,Autosomal recessive
STING1,Q86WV6,Autosomal dominant
STK11,Q15831,Autosomal dominant
STK36,Q9NRP7,Autosomal recessive
STN1,Q9H668,Autosomal recessive
STOX1,Q6ZVD7,Autosomal dominant
STRA6,Q9BX79,Autosomal recessive
STRADA,Q7RTN6,Autosomal recessive
STRC,Q7RTU9,Autosomal recessive
STS,P08842,X-linked recessive
STT3A,P46977,Autosomal dominant
STT3A,P46977,Autosomal recessive
STT3B,Q8TCJ2,Autosomal recessive
STUB1,Q9UNE7,Autosomal dominant
STUB1,Q9UNE7,Autosomal recessive
STX11,O75558,Autosomal recessive
STX16,O14662,Autosomal dominant
STX1B,P61266,Autosomal dominant
STX3,Q13277,Autosomal recessive
STXBP1,P61764,Autosomal dominant
STXBP1,P61764,Autosomal recessive
STXBP2,Q15833,Autosomal recessive
SUCLA2,Q9P2R7,Autosomal recessive
SUCLG1,P53597,Autosomal recessive
SUFU,Q9UMX1,Autosomal dominant
SUFU,Q9UMX1,Autosomal recessive
SUFU,Q9UMX1,Somatic mutation
SUGCT,Q9HAC7,Autosomal recessive
SULT2B1,O00204,Autosomal recessive
SUMF1,Q8NBK3,Autosomal recessive
SUMO1,P63165,Isolated cases
SUN5,Q8TC36,Autosomal recessive
SUOX,P51687,Autosomal recessive
SUPT16H,Q9Y5B9,Autosomal dominant
SURF1,Q15526,Autosomal recessive
SUZ12,Q15022,Autosomal dominant
SVBP,Q8N300,Autosomal recessive
SVIL,O95425,Autosomal recessive
SYCE1,Q8N0S2,Autosomal recessive
SYCP2,Q9BX26,Autosomal dominant
SYCP3,Q8IZU3,Autosomal dominant
SYK,P43405,Autosomal dominant
SYN1,P17600,X-linked
SYN1,P17600,X-linked dominant
SYN1,P17600,X-linked recessive
SYN2,Q92777,Autosomal dominant
SYNE1,Q8NF91,Autosomal dominant
SYNE1,Q8NF91,Autosomal recessive
SYNE2,Q8WXH0,Autosomal dominant
SYNE4,Q8N205,Autosomal recessive
SYNGAP1,Q96PV0,Autosomal dominant
SYNJ1,O43426,Autosomal recessive
SYP,P08247,X-linked recessive
SYT1,P21579,Autosomal dominant
SYT14,Q8NB59,Autosomal recessive
SYT2,Q8N9I0,Autosomal dominant
SYT2,Q8N9I0,Autosomal recessive
SZT2,Q5T011,Autosomal recessive
TAB2,Q9NYJ8,Autosomal dominant
TAC3,Q9UHF0,Autosomal recessive
TACO1,Q9BSH4,Autosomal recessive
TACR3,P29371,Autosomal recessive
TACSTD2,P09758,Autosomal recessive
TAF1,P21675,X-linked recessive
TAF13,Q15543,Autosomal recessive
TAF2,Q6P1X5,Autosomal recessive
TAF4B,Q92750,Autosomal recessive
TAF6,P49848,Autosomal recessive
TAF8,Q7Z7C8,Autosomal recessive
TAFAZZIN,Q16635,X-linked recessive
TALDO1,P37837,Autosomal recessive
TANC2,Q9HCD6,Autosomal dominant
TANGO2,Q6ICL3,Autosomal recessive
TAOK1,Q7L7X3,Autosomal dominant
TAP1,Q03518,Autosomal recessive
TAP2,Q03519,Autosomal recessive
TAPBP,O15533,Autosomal recessive
TAPT1,Q6NXT6,Autosomal recessive
TARDBP,Q13148,Autosomal dominant
TARS1,P26639,Autosomal recessive
TARS2,Q9BW92,Autosomal recessive
TAS2R16,Q9NYV7,Autosomal dominant
TAS2R16,Q9NYV7,Multifactorial
TAS2R38,P59533,Autosomal dominant
TASP1,Q9H6P5,Autosomal recessive
TAT,P17735,Autosomal recessive
TBC1D20,Q96BZ9,Autosomal recessive
TBC1D23,Q9NUY8,Autosomal recessive
TBC1D24,Q9ULP9,Autosomal dominant
TBC1D24,Q9ULP9,Autosomal recessive
TBC1D2B,Q9UPU7,Autosomal recessive
TBC1D7,Q9P0N9,Autosomal recessive
TBC1D8B,Q0IIM8,X-linked
TBCD,Q9BTW9,Autosomal recessive
TBCE,Q15813,Autosomal recessive
TBCK,Q8TEA7,Autosomal recessive
TBK1,Q9UHD2,Autosomal dominant
TBL1X,O60907,X-linked
TBL1XR1,Q9BZK7,Autosomal dominant
TBL1Y,Q9BQ87,Y-linked
TBP,P20226,Autosomal dominant
TBP,P20226,Multifactorial
TBR1,Q16650,Autosomal dominant
TBX1,O43435,Autosomal dominant
TBX15,Q96SF7,Autosomal recessive
TBX18,O95935,Autosomal dominant
TBX19,O60806,Autosomal recessive
TBX2,Q13207,Autosomal dominant
TBX21,Q9UL17,Autosomal recessive
TBX22,Q9Y458,X-linked
TBX3,O15119,Autosomal dominant
TBX4,P57082,Autosomal dominant
TBX4,P57082,Autosomal recessive
TBX5,Q99593,Autosomal dominant
TBX6,O95947,Autosomal dominant
TBX6,O95947,Autosomal recessive
TBXA2R,P21731,Autosomal dominant
TBXAS1,P24557,Autosomal recessive
TBXT,O15178,Autosomal dominant
TBXT,O15178,Autosomal recessive
TCAP,O15273,Autosomal dominant
TCAP,O15273,Autosomal recessive
TCEAL1,Q15170,X-linked dominant
TCF12,Q99081,Autosomal dominant
TCF12,Q99081,Autosomal recessive
TCF20,Q9UGU0,Autosomal dominant
TCF3,P15923,Autosomal dominant
TCF3,P15923,Autosomal recessive
TCF4,P15884,Autosomal dominant
TCF7L2,Q9NQB0,Autosomal dominant
TCHH,Q07283,Autosomal recessive
TCIRG1,Q13488,Autosomal recessive
TCN2,P20062,Autosomal recessive
TCOF1,Q13428,Autosomal dominant
TCTN1,Q2MV58,Autosomal recessive
TCTN2,Q96GX1,Autosomal recessive
TCTN3,Q6NUS6,Autosomal recessive
TDO2,P48775,Autosomal recessive
TDP1,Q9NUW8,Autosomal recessive
TDP2,O95551,Autosomal recessive
TDRD7,Q8NHU6,Autosomal recessive
TDRD9,Q8NDG6,Autosomal recessive
TEAD1,P28347,Autosomal dominant
TECPR2,O15040,Autosomal recessive
TECR,Q9NZ01,Autosomal recessive
TECRL,Q5HYJ1,Autosomal recessive
TECTA,O75443,Autosomal dominant
TECTA,O75443,Autosomal recessive
TEK,Q02763,Autosomal dominant
TEKT3,Q9BXF9,Autosomal recessive
TELO2,Q9Y4R8,Autosomal recessive
TENM3,Q9P273,Autosomal recessive
TENM4,Q6N022,Autosomal dominant
TENT5A,Q96IP4,Autosomal recessive
TERB1,Q8NA31,Autosomal recessive
TERB2,Q8NHR7,Autosomal recessive
TERT,O14746,Autosomal dominant
TERT,O14746,Autosomal recessive
TERT,O14746,Somatic mutation
TET2,Q6N021,Autosomal recessive
TET3,O43151,Autosomal dominant
TET3,O43151,Autosomal recessive
TEX11,Q8IYF3,X-linked recessive
TEX14,Q8IWB6,Autosomal recessive
TEX15,Q9BXT5,Autosomal recessive
TF,P02787,Autosomal recessive
TFAM,Q00059,Autosomal recessive
TFAP2A,P05549,Autosomal dominant
TFAP2B,Q92481,Autosomal dominant
TFE3,P19532,X-linked
TFG,Q92734,Autosomal dominant
TFG,Q92734,Autosomal recessive
TFR2,Q9UP52,Autosomal recessive
TFRC,P02786,Autosomal recessive
TG,P01266,Autosomal recessive
TGDS,O95455,Autosomal recessive
TGFB1,P01137,Autosomal dominant
TGFB1,P01137,Autosomal recessive
TGFB2,P61812,Autosomal dominant
TGFB3,P10600,Autosomal dominant
TGFBI,Q15582,Autosomal dominant
TGFBR1,P36897,Autosomal dominant
TGFBR2,P37173,Autosomal dominant
TGIF1,Q15583,Autosomal dominant
TGM1,P22735,Autosomal recessive
TGM3,Q08188,Autosomal recessive
TGM5,O43548,Autosomal recessive
TGM6,O95932,Autosomal dominant
TH,P07101,Autosomal recessive
THAP1,Q9NVV9,Autosomal dominant
THBD,P07204,Autosomal dominant
THG1L,Q9NWX6,Autosomal recessive
THOC1,Q96FV9,Autosomal dominant
THOC2,Q8NI27,X-linked recessive
THOC6,Q86W42,Autosomal recessive
THPO,P40225,Autosomal dominant
THRA,P10827,Autosomal dominant
THRB,P10828,Autosomal dominant
THRB,P10828,Autosomal recessive
THSD1,Q9NS62,Autosomal dominant
THSD1,Q9NS62,Autosomal recessive
THSD4,Q6ZMP0,Autosomal dominant
THUMPD1,Q9NXG2,Autosomal recessive
TIA1,P31483,Autosomal dominant
TIA1,P31483,Autosomal recessive
TIAM1,Q13009,Autosomal recessive
TICAM1,Q8IUC6,Autosomal dominant
TICAM1,Q8IUC6,Autosomal recessive
TIE1,P35590,Autosomal dominant
TIMELESS,Q9UNS1,Autosomal dominant
TIMM22,Q9Y584,Autosomal recessive
TIMM50,Q3ZCQ8,Autosomal recessive
TIMM8A,O60220,X-linked recessive
TIMMDC1,Q9NPL8,Autosomal recessive
TIMP3,P35625,Autosomal dominant
TINF2,Q9BSI4,Autosomal dominant
TJP2,Q9UDY2,Autosomal recessive
TK2,O00142,Autosomal recessive
TKFC,Q3LXA3,Autosomal recessive
TKT,P29401,Autosomal recessive
TLCD3B,Q71RH2,Autosomal recessive
TLE6,Q9H808,Autosomal recessive
TLK2,Q86UE8,Autosomal dominant
TLL1,O43897,Autosomal dominant
TLR2,O60603,Autosomal dominant
TLR2,O60603,Somatic mutation
TLR3,O15455,Autosomal dominant
TLR3,O15455,Autosomal recessive
TLR5,O60602,Autosomal dominant
TLR7,Q9NYK1,X-linked dominant
TLR7,Q9NYK1,X-linked recessive
TLR8,Q9NR97,Somatic mosaicism
TLR8,Q9NR97,X-linked
TM4SF20,Q53R12,Autosomal dominant
TMC1,Q8TDI8,Autosomal dominant
TMC1,Q8TDI8,Autosomal recessive
TMC6,Q7Z403,Autosomal recessive
TMC8,Q8IU68,Autosomal recessive
TMCO1,Q9UM00,Autosomal recessive
TMEM106B,Q9NUM4,Autosomal dominant
TMEM107,Q6UX40,Autosomal recessive
TMEM126A,Q9H061,Autosomal recessive
TMEM126B,Q8IUX1,Autosomal recessive
TMEM127,O75204,Autosomal dominant
TMEM132E,Q6IEE7,Autosomal recessive
TMEM138,Q9NPI0,Autosomal recessive
TMEM147,Q9BVK8,Autosomal recessive
TMEM151A,Q8N4L1,Autosomal dominant
TMEM163,Q8TC26,Autosomal dominant
TMEM165,Q9HC07,Autosomal recessive
TMEM199,Q8N511,Autosomal recessive
TMEM216,Q9P0N5,Autosomal recessive
TMEM218,A2RU14,Autosomal recessive
TMEM222,Q9H0R3,Autosomal recessive
TMEM231,Q9H6L2,Autosomal recessive
TMEM237,Q96Q45,Autosomal recessive
TMEM240,Q5SV17,Autosomal dominant
TMEM260,Q9NX78,Autosomal recessive
TMEM38B,Q9NVV0,Autosomal recessive
TMEM43,Q9BTV4,Autosomal dominant
TMEM53,Q6P2H8,Autosomal recessive
TMEM63A,O94886,Autosomal dominant
TMEM63C,Q9P1W3,Autosomal recessive
TMEM67,Q5HYA8,Autosomal recessive
TMEM70,Q9BUB7,Autosomal recessive
TMEM94,Q12767,Autosomal recessive
TMEM98,Q9Y2Y6,Autosomal dominant
TMIE,Q8NEW7,Autosomal recessive
TMLHE,Q9NVH6,X-linked recessive
TMPRSS15,P98073,Autosomal recessive
TMPRSS3,P57727,Autosomal recessive
TMPRSS6,Q8IU80,Autosomal recessive
TMTC3,Q6ZXV5,Autosomal recessive
TMX2,Q9Y320,Autosomal recessive
TNC,P24821,Autosomal dominant
TNF,P01375,Autosomal dominant
TNFAIP3,P21580,Autosomal dominant
TNFRSF10B,O14763,Autosomal recessive
TNFRSF11A,Q9Y6Q6,Autosomal dominant
TNFRSF11A,Q9Y6Q6,Autosomal recessive
TNFRSF11B,O00300,Autosomal recessive
TNFRSF13B,O14836,Autosomal dominant
TNFRSF13B,O14836,Autosomal recessive
TNFRSF13C,Q96RJ3,Autosomal recessive
TNFRSF1A,P19438,Autosomal dominant
TNFRSF4,P43489,Autosomal recessive
TNFRSF9,Q07011,Autosomal recessive
TNFSF11,O14788,Autosomal recessive
TNIK,Q9UKE5,Autosomal recessive
TNNC1,P63316,Autosomal dominant
TNNC2,P02585,Autosomal dominant
TNNI2,P48788,Autosomal dominant
TNNI3,P19429,Autosomal dominant
TNNI3,P19429,Autosomal recessive
TNNI3K,Q59H18,Autosomal dominant
TNNT1,P13805,Autosomal recessive
TNNT2,P45379,Autosomal dominant
TNNT3,P45378,Autosomal dominant
TNPO2,O14787,Autosomal dominant
TNPO3,Q9Y5L0,Autosomal dominant
TNR,Q92752,Autosomal recessive
TNRC6A,Q8NDV7,Autosomal dominant
TNRC6B,Q9UPQ9,Autosomal dominant
TNXB,P22105,Autosomal dominant
TNXB,P22105,Autosomal recessive
TOE1,Q96GM8,Autosomal recessive
TOGARAM1,Q9Y4F4,Autosomal recessive
TOM1,O60784,Autosomal dominant
TONSL,Q96HA7,Autosomal recessive
TOP2B,Q02880,Autosomal dominant
TOP3A,Q13472,Autosomal recessive
TOR1A,O14656,Autosomal dominant
TOR1A,O14656,Autosomal recessive
TOR1AIP1,Q5JTV8,Autosomal recessive
TP53,P04637,Autosomal dominant
TP53,P04637,Somatic mutation
TP53RK,Q96S44,Autosomal recessive
TP63,Q9H3D4,Autosomal dominant
TP73,O15350,Autosomal recessive
TPI1,P60174,Autosomal recessive
TPK1,Q9H3S4,Autosomal recessive
TPM1,P09493,Autosomal dominant
TPM2,P07951,Autosomal dominant
TPM3,P06753,Autosomal dominant
TPM3,P06753,Autosomal recessive
TPMT,P51580,Autosomal recessive
TPO,P07202,Autosomal recessive
